Accession	source	Genome Name / Sample Name	completeness	contamination	Phylum	Amt-1	Amt-2	Amt-3	ureC	cspc	ipct	nhap	trk	metE	metE_2	flaK	cheA	cheY	cheY_2	TadC	flal	proDH	RocA
GCA_005877195.1	ncbi	Thaumarchaeota archaeon	78.3	1	Thaumarchaeota	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1
GCA_003193945.1	ncbi	Thaumarchaeota archaeon	76.3	29.4	Thaumarchaeota	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1
GCA_005877105.1	ncbi	Thaumarchaeota archaeon	65.4	0.5	Thaumarchaeota	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GCA_016200035.1	ncbi	Thaumarchaeota archaeon	72.2	2.6	Thaumarchaeota	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
GCA_012928585.1	ncbi	Thaumarchaeota archaeon	70.6	0	Thaumarchaeota	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1
GCA_005877095.1	ncbi	Thaumarchaeota archaeon	57.8	2.1	Thaumarchaeota	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_005877315.1	ncbi	Thaumarchaeota archaeon	62.9	0.5	Thaumarchaeota	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
GCA_005877085.1	ncbi	Thaumarchaeota archaeon	56.2	1	Thaumarchaeota	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1
GCA_003972945.1	ncbi	Thaumarchaeota archaeon	40.2	2.6	Thaumarchaeota	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0
GCA_005877175.1	ncbi	Thaumarchaeota archaeon	62.4	0	Thaumarchaeota	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1
GCA_016223285.1	ncbi	Thaumarchaeota archaeon	64.4	1	Thaumarchaeota	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_003695185.1	ncbi	Thaumarchaeota archaeon	73.7	1	Thaumarchaeota	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1
GCA_016880675.1	ncbi	Thaumarchaeota archaeon	54.1	4.1	Thaumarchaeota	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_013390475.1	ncbi	Marine Group I thaumarchaeote	92.8	3.1	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013390745.1	ncbi	Marine Group I thaumarchaeote	81.4	0.5	Thaumarchaeota	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
GCA_013390485.1	ncbi	Marine Group I thaumarchaeote	90.2	3.1	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013390865.1	ncbi	Marine Group I thaumarchaeote	90.8	2.1	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013390855.1	ncbi	Marine Group I thaumarchaeote	89.7	2.6	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013390785.1	ncbi	Marine Group I thaumarchaeote	78.4	0	Thaumarchaeota	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
GCA_013390905.1	ncbi	Marine Group I thaumarchaeote	91.8	2.6	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013390395.1	ncbi	Marine Group I thaumarchaeote	91.8	3.1	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013390875.1	ncbi	Marine Group I thaumarchaeote	89.7	0	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013390375.1	ncbi	Marine Group I thaumarchaeote	89.1	1	Thaumarchaeota	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
GCA_013390495.1	ncbi	Marine Group I thaumarchaeote	48	2.1	Thaumarchaeota	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1
GCA_013390385.1	ncbi	Marine Group I thaumarchaeote	80.4	2.6	Thaumarchaeota	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
GCA_013390755.1	ncbi	Marine Group I thaumarchaeote	75.8	3.6	Thaumarchaeota	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
GCA_013390775.1	ncbi	Marine Group I thaumarchaeote	69.1	5.2	Thaumarchaeota	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0
GCA_013390365.1	ncbi	Marine Group I thaumarchaeote	62.9	4.1	Thaumarchaeota	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0
GCA_013390405.1	ncbi	Marine Group I thaumarchaeote	58.2	17.5	Thaumarchaeota	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1
GCA_011773125.1	ncbi	Nitrososphaeria archaeon	75.2	1	Thaumarchaeota	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
GCA_010028385.1	ncbi	Nitrososphaeria archaeon	86.6	1.5	Thaumarchaeota	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1
GCA_010028495.1	ncbi	Nitrososphaeria archaeon	85.5	1.5	Thaumarchaeota	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1
GCA_010030505.1	ncbi	Nitrososphaeria archaeon	87.1	1	Thaumarchaeota	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1
GCA_010028465.1	ncbi	Nitrososphaeria archaeon	86.1	0.5	Thaumarchaeota	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1
GCA_001627235.1	ncbi	Nitrosopelagicus sp. REDSEA-S31_B2	83.5	0.5	Thaumarchaeota	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_001627015.1	ncbi	Nitrosopelagicus sp. REDSEA-S43_B1	74.2	2.6	Thaumarchaeota	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_001627095.1	ncbi	Nitrosopelagicus sp. REDSEA-S37_B6	80.9	0.5	Thaumarchaeota	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_001627075.1	ncbi	Nitrosopelagicus sp. REDSEA-S25_B3	68	3.1	Thaumarchaeota	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_001626095.1	ncbi	Nitrosopelagicus sp. REDSEA-S08_B1	45.9	3.1	Thaumarchaeota	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_001627055.1	ncbi	Nitrosopelagicus sp. REDSEA-S27_B13N2	62.9	1	Thaumarchaeota	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
GCA_019654575.1	ncbi	Candidatus Nitrosopelagicus sp.	75.3	0	Thaumarchaeota	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_011319465.1	ncbi	Candidatus Nitrosotalea sp. TS	65.4	0.5	Thaumarchaeota	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1
GCA_902592435.1	ncbi	uncultured marine group I thaumarchaeote	77.3	0.5	Thaumarchaeota	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_902588995.1	ncbi	uncultured marine group I thaumarchaeote	65.4	0.5	Thaumarchaeota	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
GCA_011319475.1	ncbi	Candidatus Nitrosotalea sp. FS	71.1	0	Thaumarchaeota	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1
GCA_016844685.1	ncbi	Candidatus Nitrosotenuis sp.	84	3.1	Thaumarchaeota	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
GCA_902567315.1	ncbi	uncultured marine group I thaumarchaeote	71.1	0	Thaumarchaeota	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
GCA_013330645.1	ncbi	Candidatus Nitrosotenuis sp.	68	0.5	Thaumarchaeota	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1
GCA_902606965.1	ncbi	uncultured marine group I thaumarchaeote	69.6	0	Thaumarchaeota	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
GCA_902590655.1	ncbi	uncultured marine group I thaumarchaeote	64.4	0.5	Thaumarchaeota	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
GCA_013330565.1	ncbi	Candidatus Nitrosotenuis sp.	70.1	0.5	Thaumarchaeota	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
GCA_013329425.1	ncbi	Candidatus Nitrosotenuis sp.	69.6	1	Thaumarchaeota	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
GCA_902591065.1	ncbi	uncultured marine group I thaumarchaeote	70.1	0	Thaumarchaeota	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_013331435.1	ncbi	Candidatus Nitrosotenuis sp.	58.2	0.5	Thaumarchaeota	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
GCA_004322445.1	ncbi	Candidatus Nitrosotenuis sp.	64.9	1.5	Thaumarchaeota	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
GCA_902514095.1	ncbi	uncultured marine group I thaumarchaeote	56.7	0	Thaumarchaeota	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_902606945.1	ncbi	uncultured marine group I thaumarchaeote	43.8	0.5	Thaumarchaeota	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_902512865.1	ncbi	uncultured marine group I thaumarchaeote	48.9	1.5	Thaumarchaeota	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_012964965.1	ncbi	Candidatus Nitrosopelagicus sp.	54.6	1	Thaumarchaeota	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_902511735.1	ncbi	uncultured marine group I thaumarchaeote	51.5	0	Thaumarchaeota	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GCA_902608175.1	ncbi	uncultured marine group I thaumarchaeote	61.3	0.5	Thaumarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_902578515.1	ncbi	uncultured marine group I thaumarchaeote	52	1	Thaumarchaeota	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
GCA_902513905.1	ncbi	uncultured marine group I thaumarchaeote	34	0	Thaumarchaeota	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_015663895.1	ncbi	Candidatus Nitrosopelagicus sp.	54.1	4.1	Thaumarchaeota	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
GCA_003702485.1	ncbi	Candidatus Nitrosopelagicus sp.	58.2	0.5	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_018652445.1	ncbi	Candidatus Nitrosopelagicus sp.	61.9	3.1	Thaumarchaeota	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
GCA_012959225.1	ncbi	Candidatus Nitrosopelagicus sp.	71.6	0.5	Thaumarchaeota	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
GCA_012965845.1	ncbi	Candidatus Nitrosopelagicus sp.	49	0	Thaumarchaeota	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_012965865.1	ncbi	Candidatus Nitrosopelagicus sp.	46.9	3.6	Thaumarchaeota	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002494485.1	ncbi	Nitrososphaerales archaeon UBA213	77.3	0.5	Thaumarchaeota	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1
GCA_014523495.1	ncbi	Nitrososphaerales archaeon TH1920	85.1	2.1	Thaumarchaeota	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_014523515.1	ncbi	Nitrososphaerales archaeon TH1177	82	8.8	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1
GCA_014523525.1	ncbi	Nitrososphaerales archaeon TH703	83.5	3.1	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
GCA_014523545.1	ncbi	Nitrososphaerales archaeon TH1173	85.5	4.1	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_014523585.1	ncbi	Nitrososphaerales archaeon TH1917	73.7	3.6	Thaumarchaeota	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_014523605.1	ncbi	Nitrososphaerales archaeon TH4187	75.3	3.1	Thaumarchaeota	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
GCA_014523595.1	ncbi	Nitrososphaerales archaeon TH5888	58.8	2.1	Thaumarchaeota	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
GCA_014523625.1	ncbi	Nitrososphaerales archaeon TH5896	82.4	1.5	Thaumarchaeota	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
GCA_014523665.1	ncbi	Nitrososphaerales archaeon TH526	84.6	2.6	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1
GCA_014523695.1	ncbi	Nitrososphaerales archaeon TH5895	80.9	1.5	Thaumarchaeota	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_011331095.1	ncbi	Nitrososphaerales archaeon	91.2	1.5	Thaumarchaeota	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1
GCA_011373145.1	ncbi	Nitrososphaerales archaeon	84	0.5	Thaumarchaeota	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
GCA_012928565.1	ncbi	Candidatus Nitrosopelagicus brevis	89.2	0	Thaumarchaeota	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_009843815.1	ncbi	Cenarchaeum sp. SB0675_bin_21	90.2	3.6	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_020027325.1	ncbi	Cenarchaeum sp.	84.5	0.5	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0
GCA_905220655.1	ncbi	Candidatus Nitrosotenuis uzonensis	93.3	2.1	Thaumarchaeota	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1
GCA_009839185.1	ncbi	Cenarchaeum sp. SB0663_bin_5	85	0.5	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_009841175.1	ncbi	Cenarchaeum sp. SB0661_bin_35	87.6	3.1	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_009840065.1	ncbi	Cenarchaeum sp. SB0662_bin_33	90.2	0.5	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_009837245.1	ncbi	Cenarchaeum sp. SB0666_bin_15	86.6	0.5	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_014237995.1	ncbi	Cenarchaeum sp.	56.7	1.5	Thaumarchaeota	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_009842575.1	ncbi	Cenarchaeum sp. SB0677_bin_16	87.1	0.5	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_009841735.1	ncbi	Cenarchaeum sp. SB0678_bin_8	85	0.5	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_009836545.1	ncbi	Cenarchaeum sp. SB0667_bin_13	84.5	0.5	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_014238105.1	ncbi	Cenarchaeum sp.	47.5	5.7	Thaumarchaeota	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
GCA_014238635.1	ncbi	Cenarchaeum sp.	44.3	0	Thaumarchaeota	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
GCA_900299125.1	ncbi	Nitrosopumilales archaeon	91.3	2.1	Thaumarchaeota	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1
GCA_002496625.1	ncbi	Nitrososphaeraceae archaeon UBA536	71.1	0.5	Thaumarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GCA_002498345.1	ncbi	Nitrososphaeraceae archaeon UBA466	67.5	1.5	Thaumarchaeota	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_002499525.1	ncbi	Nitrosopumilales archaeon UBA218	74.7	0.5	Thaumarchaeota	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1
GCA_002501935.1	ncbi	Nitrososphaeraceae archaeon UBA273	62.9	1	Thaumarchaeota	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_002504425.1	ncbi	Nitrososphaeraceae archaeon UBA272	51	1.5	Thaumarchaeota	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_013407275.1	ncbi	Candidatus Nitrosotenuis sp. DW1	91.8	2.1	Thaumarchaeota	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1
GCA_009377575.1	ncbi	Nitrososphaeraceae archaeon	89.7	2.6	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_016782225.1	ncbi	Nitrososphaeraceae archaeon	90.7	1.5	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_016838825.1	ncbi	Nitrosopumilales archaeon	91.8	2.1	Thaumarchaeota	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1
GCA_016276965.1	ncbi	Nitrosopumilales archaeon	80.4	4.1	Thaumarchaeota	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
GCA_016782145.1	ncbi	Nitrososphaeraceae archaeon	87.6	0.5	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_020029175.1	ncbi	Nitrososphaeraceae archaeon	87.1	1.5	Thaumarchaeota	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GCA_007280335.1	ncbi	Nitrosopumilales archaeon	85.6	0.5	Thaumarchaeota	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1
GCA_007280465.1	ncbi	Nitrosopumilales archaeon	59.8	0.5	Thaumarchaeota	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1
GCA_020029115.1	ncbi	Nitrososphaeraceae archaeon	86.6	1.5	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
GCA_019246625.1	ncbi	Nitrososphaeraceae archaeon	91.2	1.5	Thaumarchaeota	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_016838845.1	ncbi	Nitrosopumilales archaeon	89.6	1.5	Thaumarchaeota	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
GCA_016838865.1	ncbi	Nitrosopumilales archaeon	62.9	2.1	Thaumarchaeota	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
GCA_013114725.1	ncbi	Nitrososphaeraceae archaeon	84	0.5	Thaumarchaeota	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
GCA_020029155.1	ncbi	Nitrososphaeraceae archaeon	81.4	1	Thaumarchaeota	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_002317825.1	ncbi	Nitrosopumilales archaeon	51	13.9	Thaumarchaeota	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_016782245.1	ncbi	Nitrososphaeraceae archaeon	88.2	2.1	Thaumarchaeota	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1
GCA_020029195.1	ncbi	Nitrososphaeraceae archaeon	84	0.5	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
GCA_009665115.1	ncbi	Nitrosopumilales archaeon	85	1	Thaumarchaeota	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1
GCA_020029245.1	ncbi	Nitrososphaeraceae archaeon	83	0.5	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
GCA_020028255.1	ncbi	Nitrososphaeraceae archaeon	85.5	1.5	Thaumarchaeota	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
GCA_016176745.1	ncbi	Nitrosopumilales archaeon	73.2	0.5	Thaumarchaeota	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1
GCA_016782315.1	ncbi	Nitrososphaeraceae archaeon	84.6	2.1	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_020029015.1	ncbi	Nitrososphaeraceae archaeon	77.8	1.5	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
GCA_016838795.1	ncbi	Nitrosopumilales archaeon	79.4	0.5	Thaumarchaeota	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1
GCA_020028975.1	ncbi	Nitrososphaeraceae archaeon	75.8	0.5	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
GCA_009665125.1	ncbi	Nitrosopumilales archaeon	72.6	1	Thaumarchaeota	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_020029045.1	ncbi	Nitrososphaeraceae archaeon	75.2	1.5	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
GCA_016838745.1	ncbi	Nitrosopumilales archaeon	58.2	1	Thaumarchaeota	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1
GCA_020029075.1	ncbi	Nitrososphaeraceae archaeon	68.5	1	Thaumarchaeota	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GCA_020028315.1	ncbi	Nitrososphaeraceae archaeon	78.3	1	Thaumarchaeota	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
GCA_016838725.1	ncbi	Nitrosopumilales archaeon	53.1	0.5	Thaumarchaeota	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1
GCA_020029035.1	ncbi	Nitrososphaeraceae archaeon	73.7	0.5	Thaumarchaeota	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
GCA_016838785.1	ncbi	Nitrosopumilales archaeon	60.3	0.5	Thaumarchaeota	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1
GCA_016782265.1	ncbi	Nitrososphaeraceae archaeon	77.3	2.6	Thaumarchaeota	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
GCA_016782305.1	ncbi	Nitrososphaeraceae archaeon	75.2	1	Thaumarchaeota	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1
GCA_019241055.1	ncbi	Nitrososphaeraceae archaeon	64.9	1	Thaumarchaeota	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_016782195.1	ncbi	Nitrososphaeraceae archaeon	82.4	7.7	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_011058825.1	ncbi	Candidatus Nitrosocaldus sp.	90.7	0.5	Thaumarchaeota	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1
GCA_013538715.1	ncbi	Candidatus Nitrosocaldus sp.	89.2	0.5	Thaumarchaeota	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
GCA_013538795.1	ncbi	Candidatus Nitrosocaldus sp.	92.3	0.5	Thaumarchaeota	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
GCA_013538805.1	ncbi	Candidatus Nitrosocaldus sp.	91.7	0.5	Thaumarchaeota	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
GCA_013538705.1	ncbi	Candidatus Nitrosocaldus sp.	90.7	0.5	Thaumarchaeota	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
GCA_013538675.1	ncbi	Candidatus Nitrosocaldus sp.	86.6	0	Thaumarchaeota	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1
GCA_013538695.1	ncbi	Candidatus Nitrosocaldus sp.	90.7	1	Thaumarchaeota	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
GCA_013538775.1	ncbi	Candidatus Nitrosocaldus sp.	56.7	2.6	Thaumarchaeota	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
GCA_013538755.1	ncbi	Candidatus Nitrosocaldus sp.	61.3	0	Thaumarchaeota	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1
GCA_000200715.1	ncbi	Cenarchaeum symbiosum A	89.7	0.5	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0
GCA_002787055.1	ncbi	Candidatus Nitrosotenuis aquarius	92.2	1	Thaumarchaeota	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1
GCA_005798995.1	ncbi	Nitrosopumilaceae archaeon	56.7	0	Thaumarchaeota	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1
GCA_900620265.1	ncbi	Nitrosopumilaceae archaeon	90.7	1	Thaumarchaeota	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0
GCA_014193235.1	ncbi	Nitrosopumilaceae archaeon	90.2	0.5	Thaumarchaeota	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1
GCA_005798405.1	ncbi	Nitrosopumilaceae archaeon	87.1	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_005778305.1	ncbi	Nitrosopumilaceae archaeon	92.2	1	Thaumarchaeota	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
GCA_011774755.1	ncbi	Nitrosopumilaceae archaeon	61.4	2.1	Thaumarchaeota	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_011771385.1	ncbi	Nitrosopumilaceae archaeon	86.1	2.1	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0
GCA_011773785.1	ncbi	Nitrosopumilaceae archaeon	86.1	2.1	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0
GCA_005787845.1	ncbi	Nitrosopumilaceae archaeon	80.9	0.5	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_010028325.1	ncbi	Nitrosopumilaceae archaeon	86.1	1	Thaumarchaeota	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1
GCA_013867345.1	ncbi	Nitrosopumilaceae archaeon	82.5	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_011772925.1	ncbi	Nitrosopumilaceae archaeon	87.2	2.1	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1
